Source IP,Destination IP,Protocol,Query,Reply 
113.193.12.14,192.168.0.4,DNS,0xa30c,172.217.26.194
113.193.12.14,192.168.0.4,DNS,0x67c5,172.217.26.174
113.193.12.14,192.168.0.4,DNS,0xb4d9,52.94.218.7
113.193.12.14,192.168.0.4,DNS,0x39ef,52.222.136.5,52.222.136.49,52.222.136.233,52.222.136.59,52.222.136.238,52.222.136.23,52.222.136.254,52.222.136.30
113.193.12.14,192.168.0.4,DNS,0x557d,157.240.7.20
113.193.12.14,192.168.0.4,DNS,0xded9,74.125.130.188
113.193.12.14,192.168.0.4,DNS,0xa923,172.217.26.174
113.193.12.14,192.168.0.4,DNS,0xade9,172.217.26.174
113.193.12.14,192.168.0.4,DNS,0xf757,52.94.218.7
113.193.12.14,192.168.0.4,DNS,0xb4a4,52.222.136.233,52.222.136.59,52.222.136.30,52.222.136.5,52.222.136.238,52.222.136.23,52.222.136.49,52.222.136.254
192.168.0.4,113.193.12.14,DNS,R 4.0.,4.0.168.192
113.193.12.14,192.168.0.4,DNS,0xf4d0,4.0.168.192
113.193.12.14,192.168.0.4,DNS,0xc598,172.217.26.194
113.193.12.14,192.168.0.4,DNS,0x73f0,74.125.130.154,74.125.130.157,74.125.130.156,74.125.130.155
113.193.12.14,192.168.0.4,DNS,0x1fea,157.240.7.35
113.193.12.14,192.168.0.4,DNS,0xd594,54.85.163.99,52.86.232.128,52.205.45.249
113.193.12.14,192.168.0.4,DNS,0xcf32,216.58.197.42,216.58.197.74,172.217.26.170,172.217.26.202
113.193.12.14,192.168.0.4,DNS,0x51f6,216.58.197.66
113.193.12.14,192.168.0.4,DNS,0xacc5,52.94.218.7
113.193.12.14,192.168.0.4,DNS,0xd761,52.222.136.238,52.222.136.5,52.222.136.49,52.222.136.23,52.222.136.254,52.222.136.30,52.222.136.233,52.222.136.59
113.193.12.14,192.168.0.4,DNS,0xfacf,172.217.26.174
113.193.12.14,192.168.0.4,DNS,0xc762,216.58.197.78
113.193.12.14,192.168.0.4,DNS,0x574f,74.125.130.155,74.125.130.156,74.125.130.154,74.125.130.157
113.193.12.14,192.168.0.4,DNS,0x442a,52.94.218.7
113.193.12.14,192.168.0.4,DNS,0x3d5b,52.222.136.30,52.222.136.59,52.222.136.49,52.222.136.238,52.222.136.23,52.222.136.233,52.222.136.254,52.222.136.5
113.193.12.14,192.168.0.4,DNS,0xade1,216.58.197.66
113.193.12.14,192.168.0.4,DNS,0xd9d0,172.217.26.163
113.193.12.14,192.168.0.4,DNS,0xc67b,172.217.26.174
113.193.12.14,192.168.0.4,DNS,0x4b4f,172.217.26.165
113.193.12.14,192.168.0.4,DNS,0xd672,52.94.220.16
113.193.12.14,192.168.0.4,DNS,0x1cc1,52.222.136.233,52.222.136.49,52.222.136.254,52.222.136.59,52.222.136.238,52.222.136.30,52.222.136.23,52.222.136.5
113.193.12.14,192.168.0.4,DNS,0x2f2e,172.217.26.174
113.193.12.14,192.168.0.4,DNS,0x6a40,52.94.216.48
113.193.12.14,192.168.0.4,DNS,0xbacb,52.222.136.30,52.222.136.238,52.222.136.254,52.222.136.5,52.222.136.23,52.222.136.233,52.222.136.59,52.222.136.49
113.193.12.14,192.168.0.4,DNS,0xb03e,23.35.64.188
113.193.12.14,192.168.0.4,DNS,0xfab0,184.31.221.45
113.193.12.14,192.168.0.4,DNS,0x4370,184.31.214.254
113.193.12.14,192.168.0.4,DNS,0x97d7,157.240.190.17
113.193.12.14,192.168.0.4,DNS,0xfa6e,172.217.26.174
113.193.12.14,192.168.0.4,DNS,0xe3ac,172.217.26.174
113.193.12.14,192.168.0.4,DNS,0xfb8c,52.94.218.7
113.193.12.14,192.168.0.4,DNS,0x1061,52.222.136.254,52.222.136.23,52.222.136.5,52.222.136.30,52.222.136.49,52.222.136.233,52.222.136.238,52.222.136.59
113.193.1.14,192.168.0.4,DNS,0xbba5,52.222.190.80,52.222.190.47,52.222.190.120,52.222.190.248,52.222.190.21,52.222.190.14,52.222.190.134,52.222.190.180
113.193.12.14,192.168.0.4,DNS,0xccb1,172.217.26.194
113.193.12.14,192.168.0.4,DNS,0x0a06,17.252.233.246
113.193.1.14,192.168.0.4,DNS,0x7cbc,216.58.220.14
113.193.12.14,192.168.0.4,DNS,0xd534,52.94.220.16
113.193.12.14,192.168.0.4,DNS,0x0422,52.222.136.233,52.222.136.30,52.222.136.59,52.222.136.49,52.222.136.254,52.222.136.23,52.222.136.238,52.222.136.5
113.193.1.14,192.168.0.4,DNS,0xe0af,52.222.190.47,52.222.190.248,52.222.190.14,52.222.190.21,52.222.190.180,52.222.190.80,52.222.190.120,52.222.190.134
113.193.12.14,192.168.0.4,DNS,0x6e7d,172.217.26.174
113.193.12.14,192.168.0.4,DNS,0x0be6,74.125.130.154,74.125.130.157,74.125.130.155,74.125.130.156
113.193.12.14,192.168.0.4,DNS,0x19d6,172.217.26.165
113.193.1.14,192.168.0.4,DNS,0x42e9,216.58.203.194
113.193.12.14,192.168.0.4,DNS,0x1401,52.94.220.16
113.193.12.14,192.168.0.4,DNS,0x305d,52.222.136.30,52.222.136.233,52.222.136.254,52.222.136.238,52.222.136.59,52.222.136.23,52.222.136.49,52.222.136.5
113.193.1.14,192.168.0.4,DNS,0xec07,52.222.190.21,52.222.190.120,52.222.190.134,52.222.190.180,52.222.190.248,52.222.190.14,52.222.190.47,52.222.190.80
113.193.12.14,192.168.0.4,DNS,0xee38,172.217.26.174
113.193.12.14,192.168.0.4,DNS,0x76ef,172.217.26.163
113.193.12.14,192.168.0.4,DNS,0x7a0a,172.217.26.174
113.193.12.14,192.168.0.4,DNS,0x3fc1,52.94.218.7
113.193.12.14,192.168.0.4,DNS,0xe6dc,52.222.136.5,52.222.136.23,52.222.136.49,52.222.136.254,52.222.136.233,52.222.136.30,52.222.136.238,52.222.136.59
113.193.12.14,192.168.0.4,DNS,0xdaa6,172.217.26.194
113.193.12.14,192.168.0.4,DNS,0xc91d,172.217.26.174
192.168.0.4,113.193.12.14,DNS,R b._d,0.0.168.192
192.168.0.4,113.193.12.14,DNS,R db._,0.0.168.192
192.168.0.4,113.193.12.14,DNS,R lb._,0.0.168.192
113.193.12.14,192.168.0.4,DNS,0x284a,0.0.168.192
113.193.12.14,192.168.0.4,DNS,0x6c59,0.0.168.192
113.193.12.14,192.168.0.4,DNS,0x5ee2,0.0.168.192
113.193.12.14,192.168.0.4,DNS,0xf8ef,17.32.194.2
113.193.12.14,192.168.0.4,DNS,0xad42,17.248.154.110,17.248.154.83,17.248.154.114,17.248.154.206,17.248.154.205,17.248.154.72,17.248.154.236,17.248.154.209
113.193.12.14,192.168.0.4,DNS,0x04de,172.217.26.174
113.193.12.14,192.168.0.4,DNS,0x7e38,52.94.216.48
113.193.12.14,192.168.0.4,DNS,0xe17e,52.222.136.254,52.222.136.233,52.222.136.5,52.222.136.23,52.222.136.59,52.222.136.238,52.222.136.30,52.222.136.49
113.193.12.14,192.168.0.4,DNS,0x3ac6,172.217.26.174
113.193.12.14,192.168.0.4,DNS,0x0b60,172.217.26.194
113.193.12.14,192.168.0.4,DNS,0x79bd,52.94.220.16
113.193.12.14,192.168.0.4,DNS,0x26af,52.222.136.238,52.222.136.59,52.222.136.254,52.222.136.233,52.222.136.30,52.222.136.49,52.222.136.23,52.222.136.5
113.193.12.14,192.168.0.4,DNS,0xf93c,17.252.233.246
113.193.12.14,192.168.0.4,DNS,0x4546,172.217.26.174
113.193.12.14,192.168.0.4,DNS,0xd482,74.125.130.155,74.125.130.156,74.125.130.157,74.125.130.154
113.193.12.14,192.168.0.4,DNS,0x9484,52.94.218.7
113.193.12.14,192.168.0.4,DNS,0x8199,52.222.136.30,52.222.136.49,52.222.136.233,52.222.136.59,52.222.136.5,52.222.136.238,52.222.136.254,52.222.136.23
113.193.12.14,192.168.0.4,DNS,0x18e4,172.217.26.194
113.193.12.14,192.168.0.4,DNS,0xf9d4,104.86.189.10,104.86.189.17
113.193.12.14,192.168.0.4,DNS,0x1556,104.86.189.16,104.86.189.10
113.193.12.14,192.168.0.4,DNS,0x20e2,52.94.220.16
113.193.12.14,192.168.0.4,DNS,0x7dc4,52.222.136.233,52.222.136.49,52.222.136.254,52.222.136.5,52.222.136.23,52.222.136.238,52.222.136.59,52.222.136.30
113.193.12.14,192.168.0.4,DNS,0x9a1b,172.217.26.174
113.193.12.14,192.168.0.4,DNS,0x7efd,172.217.26.163
113.193.12.14,192.168.0.4,DNS,0xe273,184.31.214.254
113.193.12.14,192.168.0.4,DNS,0x94d0,17.154.66.154
113.193.12.14,192.168.0.4,DNS,0x67d4,172.217.26.174
113.193.12.14,192.168.0.4,DNS,0x9bb9,172.217.26.170,172.217.26.202,216.58.220.42,216.58.196.106,216.58.197.74
113.193.12.14,192.168.0.4,DNS,0xb217,17.154.65.2,17.154.65.1,17.154.65.3
113.193.12.14,192.168.0.4,DNS,0x7b23,17.154.66.69,17.154.66.68,17.154.66.67
113.193.12.14,192.168.0.4,DNS,0xa89f,172.217.26.165
113.193.12.14,192.168.0.4,DNS,0xc72e,23.99.92.253
113.193.12.14,192.168.0.4,DNS,0x88bc,52.222.136.243,52.222.136.37,52.222.136.161,52.222.136.210,52.222.136.140,52.222.136.218,52.222.136.31,52.222.136.56
113.193.12.14,192.168.0.4,DNS,0xf7e8,172.217.26.163
113.193.1.14,192.168.0.4,DNS,0xd2a4,216.58.220.14
113.193.1.14,192.168.0.4,DNS,0x303e,216.58.220.14
113.193.1.14,192.168.0.4,DNS,0x262f,216.58.220.1
113.193.1.14,192.168.0.4,DNS,0x3a4e,216.58.220.14
113.193.1.14,192.168.0.4,DNS,0xe321,172.217.26.227
113.193.1.14,192.168.0.4,DNS,0xdf71,216.58.220.14
113.193.1.14,192.168.0.4,DNS,0xaa35,172.217.26.68
113.193.1.14,192.168.0.4,DNS,0x427a,216.58.220.3
113.193.1.14,192.168.0.4,DNS,0x29de,216.58.220.3
113.193.1.14,192.168.0.4,DNS,0x059e,216.58.220.14
113.193.1.14,192.168.0.4,DNS,0xab16,216.58.220.14
113.193.1.14,192.168.0.4,DNS,0xba42,151.101.36.230
113.193.1.14,192.168.0.4,DNS,0x298c,104.86.189.19,104.86.189.16
113.193.1.14,192.168.0.4,DNS,0x997a,151.101.38.107
113.193.1.14,192.168.0.4,DNS,0x5c98,52.222.186.67
113.193.1.14,192.168.0.4,DNS,0x918a,184.30.61.250
113.193.1.14,192.168.0.4,DNS,0xeac5,216.58.220.48
113.193.1.14,192.168.0.4,DNS,0x2514,151.101.128.84,151.101.0.84,151.101.64.84,151.101.192.84
113.193.1.14,192.168.0.4,DNS,0x9bff,216.58.220.14
113.193.1.14,192.168.0.4,DNS,0x04d1,151.101.65.140,151.101.129.140,151.101.193.140,151.101.1.140
113.193.1.14,192.168.0.4,DNS,0xceb5,104.244.42.129,104.244.42.65
113.193.1.14,192.168.0.4,DNS,0x4f13,31.13.78.35
113.193.1.14,192.168.0.4,DNS,0xc5d9,151.101.38.107
113.193.1.14,192.168.0.4,DNS,0x1879,151.101.38.107
113.193.1.14,192.168.0.4,DNS,0x71ec,151.101.38.107
113.193.1.14,192.168.0.4,DNS,0xdce0,23.35.73.110
113.193.1.14,192.168.0.4,DNS,0xcb21,151.101.38.107
113.193.1.14,192.168.0.4,DNS,0xf8f6,151.101.38.107
113.193.1.14,192.168.0.4,DNS,0x5f9e,54.215.153.210,52.8.84.227,52.9.162.212,54.183.83.241
113.193.1.14,192.168.0.4,DNS,0x36f8,216.58.220.8
113.193.1.14,192.168.0.4,DNS,0x9e0a,151.101.36.230
113.193.1.14,192.168.0.4,DNS,0x5a8a,184.25.162.121
113.193.1.14,192.168.0.4,DNS,0xfc7b,151.101.36.230
113.193.1.14,192.168.0.4,DNS,0xae18,172.99.69.106
113.193.1.14,192.168.0.4,DNS,0xfefb,129.146.14.99,129.146.14.97,129.146.13.97,129.146.13.101,129.146.12.100,129.146.12.99,129.146.13.98,129.146.12.98,129.146.12.97,129.146.13.96,129.146.14.98,129.146.14.101,129.146.13.99,129.146.14.96,129.146.14.100,129.146.12.96,129.146.13.100,129.146.12.101
113.193.1.14,192.168.0.4,DNS,0xcdaf,52.94.225.95
113.193.1.14,192.168.0.4,DNS,0x7fa1,52.94.232.33
113.193.1.14,192.168.0.4,DNS,0xcc49,54.229.214.110,52.18.200.165,52.213.156.9,34.250.50.117
113.193.1.14,192.168.0.4,DNS,0x704c,172.217.26.226
113.193.1.14,192.168.0.4,DNS,0x9a06,23.21.73.217,174.129.241.106,23.21.138.252,50.19.238.1,23.21.182.231,23.21.223.243
113.193.1.14,192.168.0.4,DNS,0x5254,172.99.69.106
113.193.1.14,192.168.0.4,DNS,0xc952,52.222.190.123,52.222.190.117,52.222.190.197,52.222.190.94,52.222.190.201,52.222.190.104,52.222.190.53,52.222.190.180
113.193.1.14,192.168.0.4,DNS,0x45a2,216.58.220.14
113.193.1.14,192.168.0.4,DNS,0xa862,172.99.69.106
113.193.1.14,192.168.0.4,DNS,0xa29a,66.235.139.7,66.235.138.201,66.235.138.202,66.235.139.213,66.235.139.5,66.235.139.214,66.235.139.6,66.235.138.203,66.235.139.215
113.193.1.14,192.168.0.4,DNS,0xa4c4,184.30.57.130
113.193.1.14,192.168.0.4,DNS,0x0865,172.99.69.106
113.193.1.14,192.168.0.4,DNS,0xd42d,216.58.196.227
113.193.1.14,192.168.0.4,DNS,0x963e,172.217.26.202,216.58.220.42,216.58.197.42,216.58.197.74,172.217.26.170
113.193.1.14,192.168.0.4,DNS,0x83f7,216.58.220.42,216.58.197.42,216.58.197.74,172.217.26.170,172.217.26.202
113.193.1.14,192.168.0.4,DNS,0xa70f,216.58.220.3
113.193.1.14,192.168.0.4,DNS,0xb824,64.38.119.27
113.193.1.14,192.168.0.4,DNS,0x20ac,63.251.248.131,63.251.88.51,156.154.200.32,156.154.202.32
113.193.1.14,192.168.0.4,DNS,0xaac9,52.218.128.126
113.193.1.14,192.168.0.4,DNS,0x5dab,216.58.220.2
113.193.1.14,192.168.0.4,DNS,0x9488,151.101.64.230,151.101.128.230,151.101.0.230,151.101.192.230
113.193.1.14,192.168.0.4,DNS,0x407f,216.58.220.42
113.193.1.14,192.168.0.4,DNS,0xb734,216.58.220.14
113.193.1.14,192.168.0.4,DNS,0x8772,216.58.220.168
113.193.1.14,192.168.0.4,DNS,0x7202,151.101.38.107
113.193.1.14,192.168.0.4,DNS,0x004d,172.99.69.106
113.193.1.14,192.168.0.4,DNS,0x5f80,208.62.174.205
113.193.1.14,192.168.0.4,DNS,0x2a3e,63.215.202.80
113.193.1.14,192.168.0.4,DNS,0xda94,31.24.80.101
113.193.1.14,192.168.0.4,DNS,0x725b,184.168.233.1
113.193.1.14,192.168.0.4,DNS,0x552b,184.50.109.177
113.193.1.14,192.168.0.4,DNS,0xafe2,103.243.221.51,103.243.221.109,103.243.221.87,103.243.221.17,103.243.221.75,103.243.221.112,103.243.220.231
113.193.1.14,192.168.0.4,DNS,0x3055,52.54.232.59,52.21.106.196,34.192.67.101
113.193.1.14,192.168.0.4,DNS,0xc560,216.58.220.46
113.193.1.14,192.168.0.4,DNS,0xe65e,52.222.188.167
113.193.1.14,192.168.0.4,DNS,0x2008,156.154.200.36,156.154.202.36,63.251.88.56,63.251.248.136
113.193.1.14,192.168.0.4,DNS,0xcc4b,144.2.1.1
113.193.1.14,192.168.0.4,DNS,0xcaf1,52.73.178.249,52.73.182.32,52.73.123.67,50.19.51.56,52.55.152.195,52.45.217.171
113.193.1.14,192.168.0.4,DNS,0xcb4e,204.79.197.200,13.107.21.200
113.193.1.14,192.168.0.4,DNS,0x94aa,54.210.85.226
113.193.1.14,192.168.0.4,DNS,0xc16f,203.190.124.29,203.190.124.12,203.190.124.18,203.190.124.25,203.190.124.20,203.190.124.26,203.190.124.13,203.190.124.30
113.193.1.14,192.168.0.4,DNS,0xdd63,151.101.37.108
113.193.1.14,192.168.0.4,DNS,0xc141,176.32.96.8
113.193.1.14,192.168.0.4,DNS,0xbea0,50.16.157.54,52.44.143.152,52.2.139.71,54.164.26.106
113.193.1.14,192.168.0.4,DNS,0xdeed,182.161.72.74
113.193.1.14,192.168.0.4,DNS,0xd6eb,182.161.72.94
113.193.1.14,192.168.0.4,DNS,0x1271,46.137.222.222,54.254.110.106,54.251.249.152,54.251.39.211,54.251.247.126,46.137.214.173,46.137.241.160,46.137.247.91
113.193.1.14,192.168.0.4,DNS,0x236d,184.50.115.244
113.193.1.14,192.168.0.4,DNS,0xc133,104.86.189.27,104.86.189.8
113.193.1.14,192.168.0.4,DNS,0xc34b,103.15.158.193
113.193.1.14,192.168.0.4,DNS,0x0ded,52.220.57.201,52.220.248.215,54.169.19.156,54.169.197.139,52.77.147.38,54.169.210.172,52.220.27.24,52.77.193.188
113.193.1.14,192.168.0.4,DNS,0x6d27,162.208.117.19
113.193.1.14,192.168.0.4,DNS,0xcbaf,103.229.206.180,103.229.206.185
113.193.1.14,192.168.0.4,DNS,0xfe6d,64.74.101.75
113.193.1.14,192.168.0.4,DNS,0x568d,184.30.62.157
113.193.1.14,192.168.0.4,DNS,0x652e,111.119.15.128,111.119.15.0
113.193.1.14,192.168.0.4,DNS,0x6ea5,52.222.187.209
113.193.1.14,192.168.0.4,DNS,0x378f,185.84.60.23,185.84.60.24
113.193.1.14,192.168.0.4,DNS,0x7d05,216.58.199.130
113.193.1.14,192.168.0.4,DNS,0xe64d,104.244.42.67,104.244.42.195,104.244.42.131,104.244.42.3
113.193.1.14,192.168.0.4,DNS,0x613e,216.58.220.14
113.193.1.14,192.168.0.4,DNS,0x8797,63.215.202.80
113.193.1.14,192.168.0.4,DNS,0xa983,54.235.185.192,23.21.56.196,23.21.72.173,50.19.251.230,50.16.209.108,23.23.182.248,54.225.219.196,23.21.192.56
113.193.1.14,192.168.0.4,DNS,0xdc45,216.58.220.6
113.193.1.14,192.168.0.4,DNS,0xcf8c,52.222.190.248,52.222.190.80,52.222.190.21,52.222.190.14,52.222.190.180,52.222.190.120,52.222.190.47,52.222.190.134
113.193.1.14,192.168.0.4,DNS,0x8aa7,52.222.189.34
113.193.1.14,192.168.0.4,DNS,0x6350,216.58.220.42
113.193.1.14,192.168.0.4,DNS,0xd52c,182.161.72.73
113.193.1.14,192.168.0.4,DNS,0x8257,35.163.120.225,54.186.154.10,54.70.40.206,52.38.215.180,54.69.215.78,52.26.205.213,52.24.222.139,52.35.43.63
113.193.1.14,192.168.0.4,DNS,0x7e52,176.32.98.118
113.193.1.14,192.168.0.4,DNS,0x45c8,151.101.38.107
113.193.1.14,192.168.0.4,DNS,0x84fb,13.32.22.211,13.32.22.159,13.32.22.243,13.32.22.217,13.32.22.150,13.32.22.192,13.32.22.120,13.32.22.98
113.193.1.14,192.168.0.4,DNS,0x3467,104.86.189.16,104.86.189.25
113.193.1.14,192.168.0.4,DNS,0xfac9,52.222.190.146,52.222.190.136,52.222.190.32,52.222.190.38,52.222.190.246,52.222.190.221,52.222.190.67,52.222.190.189
113.193.1.14,192.168.0.4,DNS,0x3860,103.243.221.109,103.243.221.87,103.243.221.17,103.243.221.75,103.243.221.112,103.243.220.231,103.243.221.51
113.193.1.14,192.168.0.4,DNS,0x50f9,23.35.75.231
113.193.1.14,192.168.0.4,DNS,0xcf6f,192.229.237.25
113.193.1.14,192.168.0.4,DNS,0x1f71,52.207.124.85,34.225.92.86,34.199.59.202
113.193.1.14,192.168.0.4,DNS,0xae24,103.243.221.87,103.243.221.17,103.243.221.75,103.243.221.112,103.243.220.231,103.243.221.51,103.243.221.109
113.193.1.14,192.168.0.4,DNS,0x75f0,184.24.152.165
113.193.1.14,192.168.0.4,DNS,0x6307,66.119.33.141
113.193.1.14,192.168.0.4,DNS,0xb3d9,52.4.251.4,52.44.204.137,52.72.175.209,52.87.9.132,52.4.143.236,54.164.247.151,52.206.159.87
113.193.1.14,192.168.0.4,DNS,0x6a18,52.222.187.150,52.222.187.110,52.222.187.239,52.222.187.99
113.193.1.14,192.168.0.4,DNS,0x2dd3,184.30.51.246
113.193.1.14,192.168.0.4,DNS,0x6508,216.58.220.1
113.193.1.14,192.168.0.4,DNS,0x04b5,216.58.199.130
113.193.1.14,192.168.0.4,DNS,0x94d3,182.161.72.100
113.193.1.14,192.168.0.4,DNS,0xf4bd,54.239.17.112
113.193.1.14,192.168.0.4,DNS,0x00f1,103.55.113.129
113.193.1.14,192.168.0.4,DNS,0xaa9c,104.244.43.80,104.244.43.112
113.193.1.14,192.168.0.4,DNS,0x34a5,184.30.60.70
113.193.1.14,192.168.0.4,DNS,0x8e92,52.221.148.16,54.169.228.10,54.254.155.135,52.74.187.187
113.193.1.14,192.168.0.4,DNS,0x2230,54.88.114.175,107.23.2.254,34.195.135.161,34.193.204.145,54.209.13.204,54.89.39.183,107.21.37.12,34.192.64.49
113.193.1.14,192.168.0.4,DNS,0x4e50,103.243.221.108,103.243.220.234
113.193.1.14,192.168.0.4,DNS,0x55c3,184.30.54.102
113.193.1.14,192.168.0.4,DNS,0xb799,184.30.60.70
113.193.1.14,192.168.0.4,DNS,0x2464,205.185.216.10,205.185.216.42
113.193.1.14,192.168.0.4,DNS,0x8c5f,66.119.33.174
113.193.1.14,192.168.0.4,DNS,0xca14,184.30.57.204
113.193.1.14,192.168.0.4,DNS,0xd54d,172.217.26.226
113.193.1.14,192.168.0.4,DNS,0x8caa,161.170.236.122
113.193.1.14,192.168.0.4,DNS,0xa510,106.10.165.60
113.193.1.14,192.168.0.4,DNS,0xa7c1,52.196.187.120,13.112.160.240,54.249.92.50,54.64.191.70,54.249.75.148,54.64.44.167,54.65.14.82,54.199.147.146
113.193.1.14,192.168.0.4,DNS,0x76d8,35.162.50.201,35.167.73.236,52.39.187.204,35.161.117.84,52.40.78.160,52.24.144.52,52.36.148.172,34.210.138.185
113.193.1.14,192.168.0.4,DNS,0xcd09,173.239.42.221
113.193.1.14,192.168.0.4,DNS,0x504c,54.154.236.43,34.252.214.195,52.211.145.0
113.193.1.14,192.168.0.4,DNS,0x21b8,104.86.189.24,104.86.189.19
113.193.1.14,192.168.0.4,DNS,0x23af,203.190.124.18,203.190.124.25,203.190.124.20,203.190.124.26,203.190.124.13,203.190.124.30,203.190.124.29,203.190.124.12
113.193.1.14,192.168.0.4,DNS,0x6680,37.187.86.42
113.193.1.14,192.168.0.4,DNS,0x5254,205.185.216.10,205.185.216.42
113.193.1.14,192.168.0.4,DNS,0x84b3,216.58.220.2
113.193.1.14,192.168.0.4,DNS,0xa29f,104.244.42.5,104.244.42.69,104.244.42.133,104.244.42.197
113.193.1.14,192.168.0.4,DNS,0x1daf,52.222.177.29,52.222.177.90,52.222.177.9,52.222.177.136,52.222.177.170,52.222.177.11,52.222.177.83,52.222.177.95
113.193.1.14,192.168.0.4,DNS,0x26db,31.13.78.17
113.193.1.14,192.168.0.4,DNS,0x1a31,151.101.36.65
113.193.1.14,192.168.0.4,DNS,0xf7ee,184.24.152.165
113.193.1.14,192.168.0.4,DNS,0x6d82,31.13.78.3
113.193.1.14,192.168.0.4,DNS,0x283b,52.77.117.201,52.74.252.78,52.74.228.172,54.255.150.205
113.193.1.14,192.168.0.4,DNS,0x0e1b,184.25.162.105
113.193.1.14,192.168.0.4,DNS,0x2e8f,52.76.100.115,52.76.99.143,54.169.26.198,54.179.142.85,52.76.176.80,52.220.112.155,54.169.28.8,52.74.159.44
113.193.1.14,192.168.0.4,DNS,0x8f86,119.81.99.200,119.81.211.112
113.193.1.14,192.168.0.4,DNS,0xb591,38.106.10.128
113.193.1.14,192.168.0.4,DNS,0xe1ff,103.15.158.193
113.193.1.14,192.168.0.4,DNS,0xccee,13.56.44.15,52.52.191.197,52.9.30.182,54.215.166.131
113.193.1.14,192.168.0.4,DNS,0x75e0,151.101.36.207
113.193.1.14,192.168.0.4,DNS,0x716c,184.25.162.105
113.193.1.14,192.168.0.4,DNS,0x5c53,104.193.80.60
113.193.1.14,192.168.0.4,DNS,0x3646,103.15.158.190
113.193.1.14,192.168.0.4,DNS,0x45a8,152.163.66.165
113.193.1.14,192.168.0.4,DNS,0xfc17,152.163.66.131
113.193.1.14,192.168.0.4,DNS,0x4e5f,130.211.255.165,104.199.162.175
113.193.1.14,192.168.0.4,DNS,0x63bf,54.194.129.131
113.193.1.14,192.168.0.4,DNS,0x72e4,173.241.248.220
113.193.1.14,192.168.0.4,DNS,0x028b,54.195.250.232
113.193.1.14,192.168.0.4,DNS,0x5b8c,207.38.110.62,119.81.38.210,207.38.110.126,207.38.110.164,169.45.121.189,207.38.110.158
113.193.1.14,192.168.0.4,DNS,0xbe8b,202.167.242.166
113.193.1.14,192.168.0.4,DNS,0xdce2,104.86.189.16,104.86.189.25
113.193.1.14,192.168.0.4,DNS,0x789e,52.72.246.134,52.86.12.57,54.88.70.247
113.193.1.14,192.168.0.4,DNS,0xfba1,104.16.161.13,104.16.163.13,104.16.164.13,104.16.162.13,104.16.160.13
113.193.1.14,192.168.0.4,DNS,0x5732,52.222.177.165,52.222.177.172,52.222.177.129,52.222.177.140,52.222.177.244,52.222.177.169,52.222.177.92,52.222.177.67
113.193.12.14,192.168.0.4,DNS,0x4a2d,52.222.135.153,52.222.135.113,52.222.135.31,52.222.135.22,52.222.135.30,52.222.135.112,52.222.135.118,52.222.135.251
113.193.1.14,192.168.0.4,DNS,0x1f9e,184.25.162.105
113.193.1.14,192.168.0.4,DNS,0x514d,139.162.4.31
113.193.1.14,192.168.0.4,DNS,0x3e4a,119.81.38.210,207.38.110.126,207.38.110.164,169.45.121.189,207.38.110.158,207.38.110.62
113.193.1.14,192.168.0.4,DNS,0x7a63,52.36.137.13,34.210.136.131,34.210.210.18
113.193.1.14,192.168.0.4,DNS,0x14f4,52.94.216.48
113.193.1.14,192.168.0.4,DNS,0x0838,52.222.190.80,52.222.190.21,52.222.190.14,52.222.190.180,52.222.190.120,52.222.190.47,52.222.190.134,52.222.190.248
113.193.1.14,192.168.0.4,DNS,0xd5d2,157.240.190.17
113.193.1.14,192.168.0.4,DNS,0x3b07,157.240.190.18
113.193.1.14,192.168.0.4,DNS,0x589f,210.176.156.25,210.176.156.45
113.193.1.14,192.168.0.4,DNS,0xdcaa,198.8.71.209
113.193.1.14,192.168.0.4,DNS,0x1f8f,103.231.98.48
113.193.1.14,192.168.0.4,DNS,0x27c2,138.108.140.100
113.193.1.14,192.168.0.4,DNS,0xe855,104.86.189.11,104.86.189.16
113.193.1.14,192.168.0.4,DNS,0x1b44,106.10.231.44,106.10.198.33
113.193.1.14,192.168.0.4,DNS,0x004d,52.73.85.83,34.197.25.52,52.1.253.178,52.72.100.70,52.71.116.204,52.200.191.242,34.197.205.84,34.193.179.96
113.193.1.14,192.168.0.4,DNS,0xe704,173.241.248.143
113.193.1.14,192.168.0.4,DNS,0x101a,103.40.110.247
113.193.1.14,192.168.0.4,DNS,0xd4b5,103.71.26.126,103.71.26.125
113.193.1.14,192.168.0.4,DNS,0x97b3,185.57.60.186,185.57.60.185
113.193.1.14,192.168.0.4,DNS,0x37c8,61.213.187.241,61.213.187.246,61.213.187.245,61.213.187.242,61.213.187.244,61.213.187.243
113.193.12.14,192.168.0.4,DNS,0xbaec,172.217.26.161
113.193.1.14,192.168.0.4,DNS,0x1e0a,35.187.209.245,104.198.81.137,35.187.220.67,104.198.94.254,35.189.131.178
113.193.1.14,192.168.0.4,DNS,0xd7af,216.58.197.74,172.217.26.170,172.217.26.202,216.58.220.42,216.58.197.42
113.193.1.14,192.168.0.4,DNS,0xd5e1,151.101.38.2
113.193.1.14,192.168.0.4,DNS,0xedf1,184.31.213.239
113.193.1.14,192.168.0.4,DNS,0x9e9c,216.58.220.6
113.193.1.14,192.168.0.4,DNS,0x7477,104.86.189.24,104.86.189.10
